cqa,best_q_prec,best_q_fmeasure,best_q_rec
conference_end_date,0.025252525252525252,0.04926108374384236,1.0
pc_chair,1.0,1.0,1.0
tutorial,1.0,1.0,1.0
assigned_reviewer,0.0,0.0,0.0
person_name,1.0,1.0,1.0
conference_notif_date,0.0,0.0,0.0
workshop,1.0,1.0,1.0
person_last_name,1.0,1.0,1.0
is_assigned_reviewer_of,0.0,0.0,0.0
conference_paper_date,0.0,0.0,0.0
late_registered_participant,0.0,0.0,0.0
topic,1.0,1.0,1.0
person,1.0,1.0,1.0
paper,1.0,1.0,1.0
workshop_topic,1.0,1.0,1.0
paper_title,0.0,0.0,0.0
conference_start_date,0.025906735751295335,0.0505050505050505,1.0
regular_paper,1.0,1.0,1.0
conference_camera_date,0.0,0.0,0.0
early_registration,0.0,0.0,0.0
early_registered_participant,0.0,0.0,0.0
author,0.0,0.0,0.0
conference_location,1.0,1.0,1.0
is_author_of_paper,0.0,0.0,0.0
conference_name,0.0,0.0,0.0
pc_member,1.0,0.012224938875305624,0.006150061500615006
tutorial_topic,1.0,1.0,1.0
conference,1.0,1.0,1.0
participant,1.0,1.0,1.0
person_first_name,1.0,1.0,1.0
global mean,0.5350386420334607,0.5037330357708066,0.566871668716687

