cqa,best_q_prec,best_q_fmeasure,best_q_rec
pc_chair,1.0,1.0,1.0
assigned_reviewer,0.40502183406113534,0.5765345765345765,1.0
reviewers_all,1.0,1.0,1.0
person_name,0.0,0.0,0.0
is_assigned_reviewer_of,1.0,1.0,1.0
topic,1.0,1.0,1.0
conference_site_url,0.0,0.0,0.0
external_reviewer,0.0,0.0,0.0
person,1.0,1.0,1.0
paper,1.0,1.0,1.0
paper_title,0.0,0.0,0.0
accepted_paper,1.0,1.0,1.0
rejected_paper,1.0,1.0,1.0
author,1.0,1.0,1.0
topic_of_paper,1.0,0.7452468380252958,0.5939389998049034
assigned_reviewer_author_of_review,0.8681105935023292,0.929399572511173,1.0
review,1.0,1.0,1.0
is_author_of_paper,1.0,0.7471101977909068,0.5963095848282932
conference_name,0.0,0.0,0.0
pc_member,0.8494562106468231,0.9186010523057877,1.0
site_url_of_conference,0.0,0.0,0.0
conference,1.0,1.0,1.0
invite_reviewer,0.0,0.0,0.0
global mean,0.6575038538352299,0.6485605320507712,0.660445590636226

